data,ano,mes,regiao,bioma,focos_observados
2025-03-15,2025,3,Centro-Oeste,Mata Atlântica,12
2025-03-15,2025,3,Nordeste,Mata Atlântica,261
2025-03-15,2025,3,Sudeste,Mata Atlântica,168
2025-03-15,2025,3,Sul,Mata Atlântica,12
2025-03-15,2025,3,Sul,Pampa,27
2025-03-15,2025,3,Centro-Oeste,Pantanal,6
2025-03-16,2025,3,Centro-Oeste,Amazônia,9
2025-03-16,2025,3,Nordeste,Amazônia,7
2025-03-16,2025,3,Norte,Amazônia,43
2025-03-16,2025,3,Nordeste,Caatinga,258
2025-03-16,2025,3,Sudeste,Caatinga,10
2025-03-16,2025,3,Centro-Oeste,Cerrado,131
2025-03-16,2025,3,Nordeste,Cerrado,125
2025-03-16,2025,3,Norte,Cerrado,34
2025-03-16,2025,3,Sudeste,Cerrado,194
2025-03-16,2025,3,Centro-Oeste,Mata Atlântica,13
2025-03-16,2025,3,Nordeste,Mata Atlântica,133
2025-03-16,2025,3,Sudeste,Mata Atlântica,105
2025-03-16,2025,3,Sul,Mata Atlântica,53
2025-03-16,2025,3,Sul,Pampa,21
2025-03-16,2025,3,Centro-Oeste,Pantanal,7
2025-03-17,2025,3,Centro-Oeste,Amazônia,18
2025-03-17,2025,3,Nordeste,Amazônia,1
2025-03-17,2025,3,Norte,Amazônia,18
2025-03-17,2025,3,Nordeste,Caatinga,252
2025-03-17,2025,3,Sudeste,Caatinga,2
2025-03-17,2025,3,Centro-Oeste,Cerrado,96
2025-03-17,2025,3,Nordeste,Cerrado,172
2025-03-17,2025,3,Norte,Cerrado,5
2025-03-17,2025,3,Sudeste,Cerrado,87
2025-03-17,2025,3,Centro-Oeste,Mata Atlântica,11
2025-03-17,2025,3,Nordeste,Mata Atlântica,184
2025-03-17,2025,3,Sudeste,Mata Atlântica,39
2025-03-17,2025,3,Sul,Mata Atlântica,101
2025-03-17,2025,3,Sul,Pampa,23
2025-03-17,2025,3,Centro-Oeste,Pantanal,10
2025-03-18,2025,3,Centro-Oeste,Amazônia,140
2025-03-18,2025,3,Nordeste,Amazônia,1
2025-03-18,2025,3,Norte,Amazônia,81
2025-03-18,2025,3,Nordeste,Caatinga,302
2025-03-18,2025,3,Sudeste,Caatinga,12
2025-03-18,2025,3,Centro-Oeste,Cerrado,244
2025-03-18,2025,3,Nordeste,Cerrado,269
2025-03-18,2025,3,Norte,Cerrado,54
2025-03-18,2025,3,Sudeste,Cerrado,96
2025-03-18,2025,3,Centro-Oeste,Mata Atlântica,2
2025-03-18,2025,3,Nordeste,Mata Atlântica,162
2025-03-18,2025,3,Sudeste,Mata Atlântica,139
2025-03-18,2025,3,Sul,Mata Atlântica,61
2025-03-18,2025,3,Sul,Pampa,32
2025-03-18,2025,3,Centro-Oeste,Pantanal,17
2025-03-19,2025,3,Centro-Oeste,Amazônia,125
2025-03-19,2025,3,Norte,Amazônia,61
2025-03-19,2025,3,Nordeste,Caatinga,272
2025-03-19,2025,3,Sudeste,Caatinga,9
2025-03-19,2025,3,Centro-Oeste,Cerrado,328
2025-03-19,2025,3,Nordeste,Cerrado,300
2025-03-19,2025,3,Norte,Cerrado,68
2025-03-19,2025,3,Sudeste,Cerrado,79
2025-03-19,2025,3,Sul,Cerrado,4
2025-03-19,2025,3,Centro-Oeste,Mata Atlântica,3
2025-03-19,2025,3,Nordeste,Mata Atlântica,253
2025-03-19,2025,3,Sudeste,Mata Atlântica,128
2025-03-19,2025,3,Sul,Mata Atlântica,144
2025-03-19,2025,3,Sul,Pampa,162
2025-03-19,2025,3,Centro-Oeste,Pantanal,10
2025-03-20,2025,3,Centro-Oeste,Amazônia,51
2025-03-20,2025,3,Nordeste,Amazônia,1
2025-03-20,2025,3,Norte,Amazônia,39
2025-03-20,2025,3,Nordeste,Caatinga,443
2025-03-20,2025,3,Centro-Oeste,Cerrado,321
2025-03-20,2025,3,Nordeste,Cerrado,242
2025-03-20,2025,3,Norte,Cerrado,22
2025-03-20,2025,3,Sudeste,Cerrado,80
2025-03-20,2025,3,Centro-Oeste,Mata Atlântica,6
2025-03-20,2025,3,Nordeste,Mata Atlântica,251
2025-03-20,2025,3,Sudeste,Mata Atlântica,93
2025-03-20,2025,3,Sul,Mata Atlântica,326
2025-03-20,2025,3,Sul,Pampa,130
2025-03-20,2025,3,Centro-Oeste,Pantanal,17
2025-03-21,2025,3,Centro-Oeste,Amazônia,101
2025-03-21,2025,3,Norte,Amazônia,144
2025-03-21,2025,3,Nordeste,Caatinga,377
2025-03-21,2025,3,Centro-Oeste,Cerrado,224
2025-03-21,2025,3,Nordeste,Cerrado,37
2025-03-21,2025,3,Norte,Cerrado,1
2025-03-21,2025,3,Sudeste,Cerrado,175
2025-03-21,2025,3,Centro-Oeste,Mata Atlântica,16
2025-03-21,2025,3,Nordeste,Mata Atlântica,189
2025-03-21,2025,3,Sudeste,Mata Atlântica,118
2025-03-21,2025,3,Sul,Mata Atlântica,362
2025-03-21,2025,3,Sul,Pampa,195
2025-03-21,2025,3,Centro-Oeste,Pantanal,13
2025-03-22,2025,3,Centro-Oeste,Amazônia,76
2025-03-22,2025,3,Norte,Amazônia,342
2025-03-22,2025,3,Nordeste,Caatinga,248
2025-03-22,2025,3,Centro-Oeste,Cerrado,146
2025-03-22,2025,3,Nordeste,Cerrado,27
2025-03-22,2025,3,Norte,Cerrado,17
2025-03-22,2025,3,Sudeste,Cerrado,78
2025-03-22,2025,3,Sul,Cerrado,9
2025-03-22,2025,3,Centro-Oeste,Mata Atlântica,30
2025-03-22,2025,3,Nordeste,Mata Atlântica,136
2025-03-22,2025,3,Sudeste,Mata Atlântica,96
2025-03-22,2025,3,Sul,Mata Atlântica,191
2025-03-22,2025,3,Sul,Pampa,2
2025-03-22,2025,3,Centro-Oeste,Pantanal,12
2025-03-23,2025,3,Centro-Oeste,Amazônia,35
2025-03-23,2025,3,Nordeste,Amazônia,1
2025-03-23,2025,3,Norte,Amazônia,630
2025-03-23,2025,3,Nordeste,Caatinga,282
2025-03-23,2025,3,Centro-Oeste,Cerrado,52
2025-03-23,2025,3,Nordeste,Cerrado,59
2025-03-23,2025,3,Norte,Cerrado,3
2025-03-23,2025,3,Sudeste,Cerrado,79
2025-03-23,2025,3,Nordeste,Mata Atlântica,84
2025-03-23,2025,3,Sudeste,Mata Atlântica,59
2025-03-23,2025,3,Sul,Mata Atlântica,74
2025-03-23,2025,3,Sul,Pampa,12
2025-03-23,2025,3,Centro-Oeste,Pantanal,7
2025-03-24,2025,3,Centro-Oeste,Amazônia,13
2025-03-24,2025,3,Nordeste,Amazônia,4
2025-03-24,2025,3,Norte,Amazônia,847
2025-03-24,2025,3,Nordeste,Caatinga,218
2025-03-24,2025,3,Sudeste,Caatinga,1
2025-03-24,2025,3,Centro-Oeste,Cerrado,17
2025-03-24,2025,3,Nordeste,Cerrado,35
2025-03-24,2025,3,Norte,Cerrado,7
2025-03-24,2025,3,Sudeste,Cerrado,60
2025-03-24,2025,3,Centro-Oeste,Mata Atlântica,15
2025-03-24,2025,3,Nordeste,Mata Atlântica,117
2025-03-24,2025,3,Sudeste,Mata Atlântica,53
2025-03-24,2025,3,Sul,Mata Atlântica,233
2025-03-24,2025,3,Sul,Pampa,44
2025-03-25,2025,3,Centro-Oeste,Amazônia,17
2025-03-25,2025,3,Nordeste,Amazônia,13
2025-03-25,2025,3,Norte,Amazônia,589
2025-03-25,2025,3,Nordeste,Caatinga,470
2025-03-25,2025,3,Sudeste,Caatinga,5
2025-03-25,2025,3,Centro-Oeste,Cerrado,65
2025-03-25,2025,3,Nordeste,Cerrado,105
2025-03-25,2025,3,Norte,Cerrado,99
2025-03-25,2025,3,Sudeste,Cerrado,68
2025-03-25,2025,3,Centro-Oeste,Mata Atlântica,9
2025-03-25,2025,3,Nordeste,Mata Atlântica,462
2025-03-25,2025,3,Sudeste,Mata Atlântica,114
2025-03-25,2025,3,Sul,Mata Atlântica,115
2025-03-25,2025,3,Sul,Pampa,9
2025-03-26,2025,3,Centro-Oeste,Amazônia,11
2025-03-26,2025,3,Nordeste,Amazônia,1
2025-03-26,2025,3,Norte,Amazônia,738
2025-03-26,2025,3,Nordeste,Caatinga,709
2025-03-26,2025,3,Centro-Oeste,Cerrado,43
2025-03-26,2025,3,Nordeste,Cerrado,132
2025-03-26,2025,3,Norte,Cerrado,20
2025-03-26,2025,3,Sudeste,Cerrado,56
2025-03-26,2025,3,Centro-Oeste,Mata Atlântica,2
2025-03-26,2025,3,Nordeste,Mata Atlântica,297
2025-03-26,2025,3,Sudeste,Mata Atlântica,115
2025-03-26,2025,3,Sul,Mata Atlântica,67
2025-03-26,2025,3,Sul,Pampa,68
2025-03-26,2025,3,Centro-Oeste,Pantanal,8
2025-03-27,2025,3,Centro-Oeste,Amazônia,1
2025-03-27,2025,3,Norte,Amazônia,471
2025-03-27,2025,3,Nordeste,Caatinga,475
2025-03-27,2025,3,Centro-Oeste,Cerrado,86
2025-03-27,2025,3,Nordeste,Cerrado,105
2025-03-27,2025,3,Norte,Cerrado,21
2025-03-27,2025,3,Sudeste,Cerrado,35
2025-03-27,2025,3,Sul,Cerrado,4
2025-03-27,2025,3,Centro-Oeste,Mata Atlântica,12
2025-03-27,2025,3,Nordeste,Mata Atlântica,190
2025-03-27,2025,3,Sudeste,Mata Atlântica,49
2025-03-27,2025,3,Sul,Mata Atlântica,34
2025-03-27,2025,3,Sul,Pampa,2
2025-03-27,2025,3,Centro-Oeste,Pantanal,3
2025-03-28,2025,3,Centro-Oeste,Amazônia,11
2025-03-28,2025,3,Nordeste,Amazônia,4
2025-03-28,2025,3,Norte,Amazônia,681
2025-03-28,2025,3,Nordeste,Caatinga,341
2025-03-28,2025,3,Centro-Oeste,Cerrado,174
2025-03-28,2025,3,Nordeste,Cerrado,68
2025-03-28,2025,3,Norte,Cerrado,9
2025-03-28,2025,3,Sudeste,Cerrado,75
2025-03-28,2025,3,Centro-Oeste,Mata Atlântica,6
2025-03-28,2025,3,Nordeste,Mata Atlântica,97
2025-03-28,2025,3,Sudeste,Mata Atlântica,69
2025-03-28,2025,3,Sul,Mata Atlântica,15
2025-03-28,2025,3,Sul,Pampa,6
2025-03-28,2025,3,Centro-Oeste,Pantanal,21
2025-03-29,2025,3,Centro-Oeste,Amazônia,153
2025-03-29,2025,3,Nordeste,Amazônia,4
2025-03-29,2025,3,Norte,Amazônia,442
2025-03-29,2025,3,Nordeste,Caatinga,184
2025-03-29,2025,3,Centro-Oeste,Cerrado,206
2025-03-29,2025,3,Nordeste,Cerrado,28
2025-03-29,2025,3,Norte,Cerrado,6
2025-03-29,2025,3,Sudeste,Cerrado,92
2025-03-29,2025,3,Nordeste,Mata Atlântica,85
2025-03-29,2025,3,Sudeste,Mata Atlântica,84
2025-03-29,2025,3,Sul,Mata Atlântica,8
2025-03-29,2025,3,Sul,Pampa,5
2025-03-29,2025,3,Centro-Oeste,Pantanal,11
2025-03-30,2025,3,Centro-Oeste,Amazônia,13
2025-03-30,2025,3,Nordeste,Amazônia,2
2025-03-30,2025,3,Norte,Amazônia,208
2025-03-30,2025,3,Nordeste,Caatinga,122
2025-03-30,2025,3,Centro-Oeste,Cerrado,36
2025-03-30,2025,3,Nordeste,Cerrado,28
2025-03-30,2025,3,Norte,Cerrado,6
2025-03-30,2025,3,Sudeste,Cerrado,49
2025-03-30,2025,3,Centro-Oeste,Mata Atlântica,2
2025-03-30,2025,3,Nordeste,Mata Atlântica,85
2025-03-30,2025,3,Sudeste,Mata Atlântica,59
2025-03-30,2025,3,Sul,Mata Atlântica,22
2025-03-30,2025,3,Sul,Pampa,42
2025-03-30,2025,3,Centro-Oeste,Pantanal,1
2025-03-31,2025,3,Centro-Oeste,Amazônia,6
2025-03-31,2025,3,Nordeste,Amazônia,7
2025-03-31,2025,3,Norte,Amazônia,126
2025-03-31,2025,3,Nordeste,Caatinga,208
2025-03-31,2025,3,Sudeste,Caatinga,3
2025-03-31,2025,3,Centro-Oeste,Cerrado,18
2025-03-31,2025,3,Nordeste,Cerrado,245
2025-03-31,2025,3,Norte,Cerrado,8
2025-03-31,2025,3,Sudeste,Cerrado,96
2025-03-31,2025,3,Nordeste,Mata Atlântica,100
2025-03-31,2025,3,Sudeste,Mata Atlântica,55
2025-03-31,2025,3,Sul,Mata Atlântica,169
2025-03-31,2025,3,Sul,Pampa,3
2025-04-01,2025,4,Centro-Oeste,Amazônia,14
2025-04-01,2025,4,Nordeste,Amazônia,4
2025-04-01,2025,4,Norte,Amazônia,56
2025-04-01,2025,4,Nordeste,Caatinga,265
2025-04-01,2025,4,Sudeste,Caatinga,4
2025-04-01,2025,4,Centro-Oeste,Cerrado,40
2025-04-01,2025,4,Nordeste,Cerrado,410
2025-04-01,2025,4,Norte,Cerrado,23
2025-04-01,2025,4,Sudeste,Cerrado,99
2025-04-01,2025,4,Nordeste,Mata Atlântica,51
2025-04-01,2025,4,Sudeste,Mata Atlântica,72
2025-04-01,2025,4,Sul,Mata Atlântica,56
2025-04-02,2025,4,Centro-Oeste,Amazônia,38
2025-04-02,2025,4,Nordeste,Amazônia,2
2025-04-02,2025,4,Norte,Amazônia,102
2025-04-02,2025,4,Nordeste,Caatinga,159
2025-04-02,2025,4,Sudeste,Caatinga,5
2025-04-02,2025,4,Centro-Oeste,Cerrado,152
2025-04-02,2025,4,Nordeste,Cerrado,477
2025-04-02,2025,4,Norte,Cerrado,25
2025-04-02,2025,4,Sudeste,Cerrado,124
2025-04-02,2025,4,Sul,Cerrado,1
2025-04-02,2025,4,Centro-Oeste,Mata Atlântica,4
2025-04-02,2025,4,Nordeste,Mata Atlântica,49
2025-04-02,2025,4,Sudeste,Mata Atlântica,145
2025-04-02,2025,4,Sul,Mata Atlântica,114
2025-04-02,2025,4,Sul,Pampa,3
2025-04-02,2025,4,Centro-Oeste,Pantanal,11
2025-04-03,2025,4,Centro-Oeste,Amazônia,67
2025-04-03,2025,4,Norte,Amazônia,61
2025-04-03,2025,4,Nordeste,Caatinga,252
2025-04-03,2025,4,Sudeste,Caatinga,3
2025-04-03,2025,4,Centro-Oeste,Cerrado,184
2025-04-03,2025,4,Nordeste,Cerrado,292
2025-04-03,2025,4,Norte,Cerrado,91
2025-04-03,2025,4,Sudeste,Cerrado,118
2025-04-03,2025,4,Centro-Oeste,Mata Atlântica,2
2025-04-03,2025,4,Nordeste,Mata Atlântica,89
2025-04-03,2025,4,Sudeste,Mata Atlântica,104
2025-04-03,2025,4,Sul,Mata Atlântica,10
2025-04-03,2025,4,Sul,Pampa,4
2025-04-03,2025,4,Centro-Oeste,Pantanal,9
2025-04-04,2025,4,Centro-Oeste,Amazônia,105
2025-04-04,2025,4,Nordeste,Amazônia,2
2025-04-04,2025,4,Norte,Amazônia,24
2025-04-04,2025,4,Nordeste,Caatinga,308
2025-04-04,2025,4,Centro-Oeste,Cerrado,135
2025-04-04,2025,4,Nordeste,Cerrado,305
2025-04-04,2025,4,Norte,Cerrado,87
2025-04-04,2025,4,Sudeste,Cerrado,132
2025-04-04,2025,4,Nordeste,Mata Atlântica,83
2025-04-04,2025,4,Sudeste,Mata Atlântica,150
2025-04-04,2025,4,Sul,Mata Atlântica,13
2025-04-04,2025,4,Sul,Pampa,29
2025-04-04,2025,4,Centro-Oeste,Pantanal,4
2025-04-05,2025,4,Centro-Oeste,Amazônia,83
2025-04-05,2025,4,Nordeste,Amazônia,2
2025-04-05,2025,4,Norte,Amazônia,11
2025-04-05,2025,4,Nordeste,Caatinga,203
2025-04-05,2025,4,Centro-Oeste,Cerrado,120
2025-04-05,2025,4,Nordeste,Cerrado,181
2025-04-05,2025,4,Norte,Cerrado,17
2025-04-05,2025,4,Sudeste,Cerrado,201
2025-04-05,2025,4,Centro-Oeste,Mata Atlântica,3
2025-04-05,2025,4,Nordeste,Mata Atlântica,50
2025-04-05,2025,4,Sudeste,Mata Atlântica,63
2025-04-05,2025,4,Sul,Mata Atlântica,31
2025-04-05,2025,4,Sul,Pampa,27
2025-04-06,2025,4,Centro-Oeste,Amazônia,24
2025-04-06,2025,4,Norte,Amazônia,21
2025-04-06,2025,4,Nordeste,Caatinga,149
2025-04-06,2025,4,Sudeste,Caatinga,2
2025-04-06,2025,4,Centro-Oeste,Cerrado,56
2025-04-06,2025,4,Nordeste,Cerrado,120
2025-04-06,2025,4,Norte,Cerrado,8
2025-04-06,2025,4,Sudeste,Cerrado,46
2025-04-06,2025,4,Centro-Oeste,Mata Atlântica,5
2025-04-06,2025,4,Nordeste,Mata Atlântica,42
2025-04-06,2025,4,Sudeste,Mata Atlântica,29
2025-04-06,2025,4,Sul,Mata Atlântica,68
2025-04-06,2025,4,Sul,Pampa,49
2025-04-06,2025,4,Centro-Oeste,Pantanal,18
2025-04-07,2025,4,Centro-Oeste,Amazônia,31
2025-04-07,2025,4,Nordeste,Amazônia,1
2025-04-07,2025,4,Norte,Amazônia,8
2025-04-07,2025,4,Nordeste,Caatinga,143
2025-04-07,2025,4,Sudeste,Caatinga,1
2025-04-07,2025,4,Centro-Oeste,Cerrado,125
2025-04-07,2025,4,Nordeste,Cerrado,149
2025-04-07,2025,4,Norte,Cerrado,56
2025-04-07,2025,4,Sudeste,Cerrado,77
2025-04-07,2025,4,Centro-Oeste,Mata Atlântica,7
2025-04-07,2025,4,Nordeste,Mata Atlântica,37
2025-04-07,2025,4,Sudeste,Mata Atlântica,28
2025-04-07,2025,4,Sul,Mata Atlântica,10
2025-04-07,2025,4,Sul,Pampa,12
2025-04-07,2025,4,Centro-Oeste,Pantanal,21
2025-04-08,2025,4,Centro-Oeste,Amazônia,15
2025-04-08,2025,4,Norte,Amazônia,32
2025-04-08,2025,4,Nordeste,Caatinga,309
2025-04-08,2025,4,Sudeste,Caatinga,5
2025-04-08,2025,4,Centro-Oeste,Cerrado,94
2025-04-08,2025,4,Nordeste,Cerrado,194
2025-04-08,2025,4,Norte,Cerrado,40
2025-04-08,2025,4,Sudeste,Cerrado,156
2025-04-08,2025,4,Sul,Cerrado,1
2025-04-08,2025,4,Centro-Oeste,Mata Atlântica,1
2025-04-08,2025,4,Nordeste,Mata Atlântica,57
2025-04-08,2025,4,Sudeste,Mata Atlântica,158
2025-04-08,2025,4,Sul,Mata Atlântica,9
2025-04-08,2025,4,Centro-Oeste,Pantanal,23
2025-04-09,2025,4,Centro-Oeste,Amazônia,11
2025-04-09,2025,4,Nordeste,Amazônia,2
2025-04-09,2025,4,Norte,Amazônia,56
2025-04-09,2025,4,Nordeste,Caatinga,356
2025-04-09,2025,4,Centro-Oeste,Cerrado,76
2025-04-09,2025,4,Nordeste,Cerrado,308
2025-04-09,2025,4,Norte,Cerrado,129
2025-04-09,2025,4,Sudeste,Cerrado,72
2025-04-09,2025,4,Centro-Oeste,Mata Atlântica,1
2025-04-09,2025,4,Nordeste,Mata Atlântica,84
2025-04-09,2025,4,Sudeste,Mata Atlântica,54
2025-04-09,2025,4,Sul,Mata Atlântica,16
2025-04-09,2025,4,Sul,Pampa,1
2025-04-09,2025,4,Centro-Oeste,Pantanal,3
2025-04-10,2025,4,Centro-Oeste,Amazônia,59
2025-04-10,2025,4,Nordeste,Amazônia,3
2025-04-10,2025,4,Norte,Amazônia,43
2025-04-10,2025,4,Nordeste,Caatinga,490
2025-04-10,2025,4,Centro-Oeste,Cerrado,87
2025-04-10,2025,4,Nordeste,Cerrado,197
2025-04-10,2025,4,Norte,Cerrado,92
2025-04-10,2025,4,Sudeste,Cerrado,39
2025-04-10,2025,4,Centro-Oeste,Mata Atlântica,24
2025-04-10,2025,4,Nordeste,Mata Atlântica,80
2025-04-10,2025,4,Sudeste,Mata Atlântica,51
2025-04-10,2025,4,Sul,Mata Atlântica,20
2025-04-10,2025,4,Sul,Pampa,5
2025-04-10,2025,4,Centro-Oeste,Pantanal,7
2025-04-11,2025,4,Centro-Oeste,Amazônia,19
2025-04-11,2025,4,Nordeste,Amazônia,1
2025-04-11,2025,4,Norte,Amazônia,39
2025-04-11,2025,4,Nordeste,Caatinga,200
2025-04-11,2025,4,Sudeste,Caatinga,2
2025-04-11,2025,4,Centro-Oeste,Cerrado,152
2025-04-11,2025,4,Nordeste,Cerrado,101
2025-04-11,2025,4,Norte,Cerrado,41
2025-04-11,2025,4,Sudeste,Cerrado,97
2025-04-11,2025,4,Centro-Oeste,Mata Atlântica,34
2025-04-11,2025,4,Nordeste,Mata Atlântica,107
2025-04-11,2025,4,Sudeste,Mata Atlântica,88
2025-04-11,2025,4,Sul,Mata Atlântica,44
2025-04-11,2025,4,Sul,Pampa,13
2025-04-11,2025,4,Centro-Oeste,Pantanal,37
2025-04-12,2025,4,Centro-Oeste,Amazônia,3
2025-04-12,2025,4,Nordeste,Amazônia,4
2025-04-12,2025,4,Norte,Amazônia,29
2025-04-12,2025,4,Nordeste,Caatinga,13
2025-04-12,2025,4,Sudeste,Caatinga,2
2025-04-12,2025,4,Centro-Oeste,Cerrado,79
2025-04-12,2025,4,Nordeste,Cerrado,55
2025-04-12,2025,4,Norte,Cerrado,16
2025-04-12,2025,4,Sudeste,Cerrado,133
2025-04-12,2025,4,Centro-Oeste,Mata Atlântica,12
2025-04-12,2025,4,Nordeste,Mata Atlântica,122
2025-04-12,2025,4,Sudeste,Mata Atlântica,72
2025-04-12,2025,4,Sul,Mata Atlântica,6
2025-04-12,2025,4,Sul,Pampa,8
2025-04-12,2025,4,Centro-Oeste,Pantanal,87
2025-04-13,2025,4,Centro-Oeste,Amazônia,3
2025-04-13,2025,4,Nordeste,Amazônia,1
2025-04-13,2025,4,Norte,Amazônia,64
2025-04-13,2025,4,Nordeste,Caatinga,34
2025-04-13,2025,4,Sudeste,Caatinga,4
2025-04-13,2025,4,Centro-Oeste,Cerrado,15
2025-04-13,2025,4,Nordeste,Cerrado,25
2025-04-13,2025,4,Norte,Cerrado,7
2025-04-13,2025,4,Sudeste,Cerrado,26
2025-04-13,2025,4,Nordeste,Mata Atlântica,40
2025-04-13,2025,4,Sudeste,Mata Atlântica,40
2025-04-13,2025,4,Sul,Pampa,29
2025-04-14,2025,4,Centro-Oeste,Amazônia,10
2025-04-14,2025,4,Norte,Amazônia,89
2025-04-14,2025,4,Nordeste,Caatinga,183
2025-04-14,2025,4,Sudeste,Caatinga,1
2025-04-14,2025,4,Centro-Oeste,Cerrado,27
2025-04-14,2025,4,Nordeste,Cerrado,175
2025-04-14,2025,4,Norte,Cerrado,10
2025-04-14,2025,4,Sudeste,Cerrado,62
2025-04-14,2025,4,Nordeste,Mata Atlântica,125
2025-04-14,2025,4,Sudeste,Mata Atlântica,39
2025-04-14,2025,4,Sul,Mata Atlântica,8
2025-04-14,2025,4,Sul,Pampa,70
2025-04-14,2025,4,Centro-Oeste,Pantanal,2
2025-04-15,2025,4,Centro-Oeste,Amazônia,8
2025-04-15,2025,4,Nordeste,Amazônia,2
2025-04-15,2025,4,Norte,Amazônia,251
2025-04-15,2025,4,Nordeste,Caatinga,297
2025-04-15,2025,4,Sudeste,Caatinga,6
2025-04-15,2025,4,Centro-Oeste,Cerrado,21
2025-04-15,2025,4,Nordeste,Cerrado,203
2025-04-15,2025,4,Norte,Cerrado,31
2025-04-15,2025,4,Sudeste,Cerrado,93
2025-04-15,2025,4,Nordeste,Mata Atlântica,141
2025-04-15,2025,4,Sudeste,Mata Atlântica,77
2025-04-15,2025,4,Sul,Mata Atlântica,14
2025-04-15,2025,4,Sul,Pampa,35
2025-04-15,2025,4,Centro-Oeste,Pantanal,4
2025-04-16,2025,4,Centro-Oeste,Amazônia,14
2025-04-16,2025,4,Nordeste,Amazônia,3
2025-04-16,2025,4,Norte,Amazônia,114
2025-04-16,2025,4,Nordeste,Caatinga,362
2025-04-16,2025,4,Sudeste,Caatinga,1
2025-04-16,2025,4,Centro-Oeste,Cerrado,17
2025-04-16,2025,4,Nordeste,Cerrado,171
2025-04-16,2025,4,Norte,Cerrado,52
2025-04-16,2025,4,Sudeste,Cerrado,3
2025-04-16,2025,4,Centro-Oeste,Mata Atlântica,1
2025-04-16,2025,4,Nordeste,Mata Atlântica,138
2025-04-16,2025,4,Sudeste,Mata Atlântica,7
2025-04-16,2025,4,Sul,Mata Atlântica,20
2025-04-16,2025,4,Sul,Pampa,70
2025-04-16,2025,4,Centro-Oeste,Pantanal,3
2025-04-17,2025,4,Centro-Oeste,Amazônia,9
2025-04-17,2025,4,Nordeste,Amazônia,5
2025-04-17,2025,4,Norte,Amazônia,195
2025-04-17,2025,4,Nordeste,Caatinga,373
2025-04-17,2025,4,Sudeste,Caatinga,2
2025-04-17,2025,4,Centro-Oeste,Cerrado,8
2025-04-17,2025,4,Nordeste,Cerrado,262
2025-04-17,2025,4,Norte,Cerrado,49
2025-04-17,2025,4,Sudeste,Cerrado,14
2025-04-17,2025,4,Nordeste,Mata Atlântica,143
2025-04-17,2025,4,Sudeste,Mata Atlântica,20
2025-04-17,2025,4,Sul,Mata Atlântica,57
2025-04-17,2025,4,Sul,Pampa,54
2025-04-17,2025,4,Centro-Oeste,Pantanal,2
2025-04-18,2025,4,Centro-Oeste,Amazônia,29
2025-04-18,2025,4,Nordeste,Amazônia,5
2025-04-18,2025,4,Norte,Amazônia,152
2025-04-18,2025,4,Nordeste,Caatinga,135
2025-04-18,2025,4,Centro-Oeste,Cerrado,26
2025-04-18,2025,4,Nordeste,Cerrado,267
2025-04-18,2025,4,Norte,Cerrado,16
2025-04-18,2025,4,Sudeste,Cerrado,6
2025-04-18,2025,4,Nordeste,Mata Atlântica,36
2025-04-18,2025,4,Sudeste,Mata Atlântica,23
2025-04-18,2025,4,Sul,Mata Atlântica,25
2025-04-18,2025,4,Sul,Pampa,7
2025-04-18,2025,4,Centro-Oeste,Pantanal,3
2025-04-19,2025,4,Centro-Oeste,Amazônia,20
2025-04-19,2025,4,Nordeste,Amazônia,4
2025-04-19,2025,4,Norte,Amazônia,144
2025-04-19,2025,4,Nordeste,Caatinga,336
2025-04-19,2025,4,Centro-Oeste,Cerrado,14
2025-04-19,2025,4,Nordeste,Cerrado,164
2025-04-19,2025,4,Norte,Cerrado,78
2025-04-19,2025,4,Sudeste,Cerrado,4
2025-04-19,2025,4,Sul,Cerrado,1
2025-04-19,2025,4,Nordeste,Mata Atlântica,76
2025-04-19,2025,4,Sudeste,Mata Atlântica,11
2025-04-19,2025,4,Sul,Mata Atlântica,14
2025-04-19,2025,4,Sul,Pampa,43
2025-04-19,2025,4,Centro-Oeste,Pantanal,6
2025-04-20,2025,4,Centro-Oeste,Amazônia,13
2025-04-20,2025,4,Nordeste,Amazônia,1
2025-04-20,2025,4,Norte,Amazônia,68
2025-04-20,2025,4,Nordeste,Caatinga,167
2025-04-20,2025,4,Centro-Oeste,Cerrado,29
2025-04-20,2025,4,Nordeste,Cerrado,136
2025-04-20,2025,4,Norte,Cerrado,43
2025-04-20,2025,4,Sudeste,Cerrado,48
2025-04-20,2025,4,Centro-Oeste,Mata Atlântica,1
2025-04-20,2025,4,Nordeste,Mata Atlântica,27
2025-04-20,2025,4,Sudeste,Mata Atlântica,11
2025-04-20,2025,4,Sul,Mata Atlântica,27
2025-04-20,2025,4,Sul,Pampa,15
2025-04-21,2025,4,Centro-Oeste,Amazônia,109
2025-04-21,2025,4,Nordeste,Amazônia,5
2025-04-21,2025,4,Norte,Amazônia,53
2025-04-21,2025,4,Nordeste,Caatinga,456
2025-04-21,2025,4,Centro-Oeste,Cerrado,59
2025-04-21,2025,4,Nordeste,Cerrado,137
2025-04-21,2025,4,Norte,Cerrado,54
2025-04-21,2025,4,Sudeste,Cerrado,57
2025-04-21,2025,4,Centro-Oeste,Mata Atlântica,2
2025-04-21,2025,4,Nordeste,Mata Atlântica,77
2025-04-21,2025,4,Sudeste,Mata Atlântica,30
2025-04-21,2025,4,Sul,Mata Atlântica,88
